json_id	json_number	all_conll	train	test	dev	sent
28841453326	437	463	363			@spainzaku STHERIOUTHLY .
28841456517	46	876	664			#LebronShould know his only championship is ' slam dunk '. @infiniteideal
28841458025	235	832	621			#TeamCeltics . Lakers we coming for you .
28841458037	236	833	622			@Harmalicious but it's healthy cuz it has spinach !! ;)
28841458066	215	590	490			RT @PerezHilton : @kylieminogue Forget that ! I'm ready for your U.S. tour in April and May of 2011 !!!! Hell to the yes !!! #AmericaLovesKylie
28841459585	278	476	376			Now that you're good , I will be too . That's the last tweet about you :)
28841461018	26	715	514			@iamcomedy LOL I know right
28841462484	521	603		3		rape-the unlawful compelling of a woman through physical force or duress to have sexual intercourse .
28841462563	367	870	658			Cheer for the toronto raptors . #WhoDoesThat
28841468637	326	860	648			sekarang lagi di bis . and you know what ? This is more than just HOT .
28841470164	456					' Let me not reflect on the old shit . On to mah new act . On to the new script .'
28841473438	126	843	632			So when Mike Miller comes back the Heat become the favorite again right ? lmfao
28841474838	334					Hey sexy love ... how are u ?
28841480783	543	629		29		Say Anything with boyfriend . :))
28841482272	446	789	578			DAMN SKIPPY !
28841485308	21					Man , Heat need Tahj on the court .
28841491090	187					Photo : thosefourrightchords : http://tumblr.com/x47nbupe1
28841492661	41	872	660			We made it :) lol http://twitpic.com/315uo0
28841500101	388	924	712			@skyy_highh Hashy !!!!!! kiss my a ** lol
28841501583	318	599	499			1st rule of waking up ... Get your mind right .
28841504656	308	904	692			Unffffffff John Stamos unfffffffff
28841506151	488	747	546			@AYE_YO_NIC HA !! damn auto spellcheck * rondo * LMBO
28841509149	315	596	496			@sportsguy33 I'm not too worried about the Heat ... Lebron never quits in important games versus the Celtics ... oh wait
28841510585	655	699		99		On eve of UFC debut , James Toney learned of IRS lien , fight purse withheld http://tinyurl.com/27cnxts
28841516715	547	780	569			Awww @selenagomez is going to bring a little girl on stage with her to sing ! :') she's sooo nice ! :)
28841519904	431	536	436			I LOVE MY CELTICS !!!
28841524000	342	916	704			Another timeout by teenager in a suit . The Miami Heat HAVE A LOT OF WORK TO DO .
28841526960	464	795	584			I don't even have ta talk shit anymore to u heat fans ... da score is speaking for itself .
28841534211	185					http://bit.ly/cLRm23 <-- #ICONLOUNGE 257 Trinity Ave , Downtown Atlanta ... Party This Wednesday ! RT
28841534273	64	447	347			Yll wis u live in MIAMI
28841534329	376	738	537			" all * that * flirtin , can a nigga stab that ??" ;-p #nowplaying
28841540324	620	676		76		New NC Highway Signs Welcome Motorists To " Most Military Friendly State ": New signs going up on the major highways ... http://bit.ly/cPNH6e
28841541917	133	891	679			@SWAGGA_L iDC we got rings we aint chumps
28841568456	219	528	428			RT @hotjacques : Chicago Jacques !!!
28841571349	160	553	453			Lets smoke one and put the past and present bullshit behind us
28841572710	321	856		1		I'm at Mr. Mikes . http://4sq.com/aJMfc8
28841574137	524	606		6		I'm at Scopa ( 109A Plaza St. , Healdsburg Ave ., Healdsburg) . http://4sq.com/72fhjG
28841574211	417					RT @vanessarae1 : JOHN YOU STILL GOT IT BUDDY HOLY CRAAAAAAAAAAAAAP #GLEE
28846233786	623	679		79		@MircndaKerr oh nasty perv lol
28846421207	191	557	457			- $20 in advance via http://bit.ly/bxPTqn- $25 at the door- Party with Chicago's elite- Network opportunities
28846675514	203	724	523			@rivaaaaa_ why not ?!
28846723747	248	559	459			@somethingblue I learned to knit so I could make wool soakers #fluffntreat
28846769444	304	901	689			@rmondello @tangphillip Actually sounds like it was too pit .
28846811195	14	569	469			Calgary 1980 PONTIAC TRANS AM T TOPS $ 4,900 . 00 OVER 175 CARS TRUCKS AND SUV'S 90 DAY WARRENTY ... http://tinyurl.com/239fktn
28846948930	23					@TaylorFly Yup , 63 - 53 ...
28847075504	261	525	425			Stupid ass pizza man , gon get lost n shit , ask me 4 a tip I told him get lost #nshit
28847083994	511	619		19		@Nvied has no sense !!! LOL
28847253336	94	883	671			RT @yungworm21 : Lebron in beast mode
28847396535	458					ดู coffee prince so cute ☃
28847466322	70					Ayeee , fuck you .
28847548702	104	490	390			Whaddup pimpin ken . Ha !
28847690093	513	760		21		I posted 11 photos on Facebook in the album " October 26 , 2010 " http://fb.me/y2K1vcu2
28847830495	298	822	611			#uWasCoolUntil you unfollowed me ! R E T W E E T if you Hate when people do that for no reason .
28847857811	232	854	643			The Modern Vacation : With Ex’s and New Partners http://t.co/dt0o56b
28848031835	257					lakers alll day day
28848038474	490					#np i hate this part -- pussycat dolls <3
28848310816	335					momma's bringing me food from sakura YEEEE
28848501292	478	799	588			hates being sick im on the verge of fever grrr
28848567106	229	851	640			Video : damnmartin58 : http://tumblr.com/xfknc9shz
28848789014	27	716	515			Bbm yawn face * Man that #napflow felt so refreshing .
28848837767	52	421	321			@MrHelium89 LOOLLL I was lyin gem
28849076287	250	561	461			I have always and forever will hate the #celtics
28849331204	121	840	629			would you watch a sappy movie with Kim if she asked you to ? — I've watched sappy movies with kim several times . http://4ms.me/9YDPLg
28849363439	408	529	429			Always caring bout other muhfckers feelings
28849380553	389	925	713			Lol .... I know that's right ..... RT @TheBAL_Project @Ladimusician and thank God 4 deliverance .... Hiiiiya
28849386323	136					Lmao RT @MoeMartin44 : RT @ehitch42 : That cheerleader was not attractive .. lmao << you would hit tho !! Lol
28849495993	503	756	555			do you know how to speak in well structured , thought out , complete sentances ? no ? didnt think so .
28849538826	532	772	564			Online CAT evokes fear of mouse http://bit.ly/bkclFe
28849571557	601	663		63		RT @ihatequotes : When life gives you a hundred reasons to cry , stay strong ! Show life that you have a thousand reasons to smile . -Unknown
28849668491	573	647		47		@chyeahJENNA nerp ! Wish I could
28849783129	171	437	337			This " Christian " " chapel " ignores Matthew's Gospel : Pathetic Muslim preaches at Oxford college chapel ( From Oxford Mail ) http://goo.gl/nucv
28849966432	440	783	572			didn't you read the paper that day son !!
28850064551	287	469	369			Jesus . Shuttlesworth . Ladies and Gentlemen .
28850087586	540	626		26		Umm @Twitter took away my favorites and my Dm's from Aaron ! Lol Naw this is serious ! and slackness .
28850090380	489	802	591			Where's the video @BarbarianCello & @thatszach took of me ?? EXACTLY ! Lmao
28850130602	15	570	470			-is bored out of my MIND becaus fallout doesn't work on my computer . - It keeps CRASHING !
28850207443	293					You Like Following Me Huh ? ¯\_(ツ)_/¯ Tell Ya Friends Bless Them With A Follow Today !! [[ #TFB ]] #TFR
28850306242	110	495	395			RT @bigbarracuda : If U R a scuba diver U must read Barracuda . This novel has more thrills than JAWS ! 57 reviews 4stars http://simurl.com ...
28850343097	633	683		83		@Jessthe_best that's a tight score .
28850407422	325	859	647			@samhannagan Heh . Can't go wrong at minimum wage .
28850541088	153	812	601			4 points .... 17 assists !!!! #Rondo
28850702553	589	657		57		#championLife RT @rodimusprime : Lakers game won't start until they get those rings right ? See you at 10:45
28850731108	544	778		30		THE HEAT WON'T BE READY ITIL JANUARY BUT WE WILL
28851061457	341	915	703			Sure wish I could ride to my meeting tomorrow dang tire
28851093155	443	786	575			@GotHerClitSwole follow me back yo !
28851359764	25	714	513			That thing caused abt $200 from the mall i wonder would my warranty help
28851460183	157	551	451			RT @ayy_yoHONEY : . #walesaid dt @its_a_hair_flip should go DOWNTOWN ! Lol !!.. #jammy --> LMAO !! Man BIANCA !!!
28851563694	19	444	344			It weighs too much this time . My hands are broken . She'll disappear this time .
28851637754	57	702	501			SHOWOFFRADIO LIVE !!!
28851799532	302					Oh don't get it twisted , imma a big boy with swagg & much jokes ! I go in on a Goober quickly !! Lol
28851897513	12	567	467			@Uncrownd_Prince hell yea
28852247589	361	865	653			@__sh0w__ lol !
28852251719	281	479	379			@meldacountryboy eh yeah I'll be fine , just annoyed
28852306071	200	722	521			Hungryyyyy (@ Jasmine 26 ) http://4sq.com/7PDQD0
28852316828	177	442	342			PS : Hearing the The Early Show cast get outraged by Four Loko was hilarious . Made my morning and subsequent day . #ParentsJustDontUnderstand
28852372341	163	517	417			RT @SliMMGoon A Womans #Love will never die/ Lmbo !!!
28852408056	310	906	694			Weird , #jeopardy is alluding to the Charlie the Unicorn video in their clue titles ! Shun the non-believer !
28853024982	375	737	536			Man da #Lakers have a fucking all-star squad fuck wit it !!
28853413016	303	826	615			@ThaBlockMisses lets do the damn thing :]
28853759040	527	609		9		" @consciousskillz : Denial has become such a comfort for some that the truth has become an illusion ."
28853798048	586	654		54		RT @ToneBlue_MADE : I rather watch water boil ......
28853859237	119	819	608			@3BrosAngel what happened ?
28853995644	428					Y do I procastinate sooo much-__- still sitting here doing this damn hw
28854162867	475					@YOUNGMIAMIBOSS @gowithcathy @NasaPromoTeam @Starrgasms @FlyKid_Shawty FOLLOWED BACK (:
28854330834	572	646		46		I ain't cheat I played the hand I dealt !
28854338410	211	586	486			@JamieLynnODell no worries ... seems like a lot of people are busy
28854395579	125					Wait But Why Tho ?
28854679185	73	574	474			RT @ItsThingsInLife : retweet if you hate when your eyes are watery and everyone thinks you're crying #ItsThingsInLife
28855188335	516	763	558			RT @SavageVonna eVeRyBODy DiCK SUCKiN MiAMi CAUSe THey DRAFTeD leBRON BUT THAT NiGGA AiNT DOiNT SHiT #lMFAO they traded for lebron no drafte
28855321451	65					@joe0718 hey easy on my dude Bron Bron . its early u kno better ...
28855445470	224	847	636			RT @ClockworkStark : @bigtimeAly Same . Itd go like this : Random Chick : I love RDJ ! Me : No you don't . Random Chick : Yeah , I do . Me : NO , YO ...
28855478983	429	534	434			check out Kylie Minogue North American Tour 2011 http://t.co/0RbKfcH via @kylieminogue
28855529857	151	811	600			@belieber4ever24 -lol im jk ahah itss okayy ...
28855532156	216	591	491			@slimmazglue well y da hell u didnt charge it ??
28855649195	290					Backed RT @lastcallnv : @SuchGold ' Pedestals ' will never get old . If you haven't yet , GET THE FUCK INTO IT !
28855684412	242	453	353			I've wanted one since eating the juiciest meat from one at a Moroccan restaurant last year .
28855685611	123	841	630			@sdothalliday lmao
28855686752	569	643		43		RT @CashOutCassie : d-town !
28855774628	237	834	623			@LauraKMM @ChanealDenise Yes ! DM an email address to send the link to !
28855913019	541	627		27		I wanna do something tonight .
28856029563	605	667		67		RT @SethMacFarlane : I never bought candy bars from those kids on my doorstep so I guess they’re all in gangs now .
28856211287	182					@TheDiLLon1 awesome ... I'm still workin on the website
28856287556	205	726	525			Bwaahaha that is classic . Scoreboard ! Ended your season . You got rolled by the team that lost to isu @CamaroMikeB : @BigRedinTejas Husker fan
28856297483	22					RT @iceaxe5 : #cholera #haiti ... And how many lives ( and family providers ) would have been saved with faster warning & response .
28856324241	34	482	382			@JoshMiami I'm off Thursday . Is that good for you ?
28856432568	272	504	404			I may wear my hair in a comb over fashion more often . I feel smart this way .
28856584885	510	618		18		HIGHHHHHH @danielaameoww :)
28857099088	322	857	645			RT @tallglass_jm : ROCKETS fans RT !!! SO I KNOW WHO U ARE ..... LOL << !!!!!!!
28857372518	539	625		25		Q : So , if I may ask , how would we " meet u ... A : Lol . I have no clue and yes I would , i ...: http://yearbook.com/ask/hannaheatsyourheart/pepzw
28857403247	79	580	480			RT @tannyya_ : Better late than never , but never late is better -Drake <3
28857611792	190	556	456			CNS News : Congressional Report Casts Doubt on Constitutionality of Obamacare's Individual Mandate http://fb.me/LS9j5yZI
28857809439	145					Yall sholl is quiet !! SPEAK UP lol RT @MzCHinezeEyez : @McQSpeaks We Still Here !!.... lol
28857909400	127					@Sexy_Overdose better late than never right ? thats what they say
28857926187	292	836	625			* walks away doing the skip , shoulder hustling and throwing up a peace sign .
28857986051	414					@RachelMrsP All the more reason to move to CA ! Humidity is virtually nonexistent !
28858143693	39	487	387			@EnKore03 lmfao !
28858344096	317	598	498			YEEEEEEES LAKERS !!! RT @KaranLambert : @adamlambert The Laker girls danced to FYE at halftime !!
28858674639	3	706	505			RT @ddlovato : @joejonas oh , hey THANKS jerk !
28858784150	227	850	639			@J_D1bound yea from 7-to 1 lol
28858881929	83	509	409			RT @ihateKatStacks pull out a gold magnum condom while packing a 4 inch dick #WhoDoesThat ----- LMFAO ... #DamnShame ...
28859045976	652	696		96		Figurative speech #Englishmajors help me out : " Twenty sails came into the harbor " is an example of_____________ ? What figurative type ?
28859063425	100	430	330			RT @Pretty_Girl1908 Where is punk ass , @ShaineO_Mac Tonite !!! < Honestly who cares ?? :-P
28859118059	641	691		91		@YaBoiyeDlmao .. hey no shine .. lol jk .. how been bro ?
28859140292	7	710	509			RT @musicdenver : Lady Gaga - Bad Romance http://dld.bz/n6Xv
28859169948	313	909	697			RT @X_haze : Anybody ever notice how the quick e mart is the only grocery store on the simpsons ? lol
28859191143	213	588	488			Going to sleep with you on my mind ..
28859241488	135	892	680			@HisCedesBENZ 17
28859247371	258	523	423			These refs are being paid off by the Canucks ....
28859853987	508	616		16		Lol welcome to Twitter @neeece
28859857003	102	432	332			She got 2b good looking cuz she so hard 2 please
28859859769	279	477	377			happy birthday to me bitches !!! 23 is the lucky number !!
28859999331	509	617		17		@Para_Tara34 benadryl is your friend lol
28860305600	233	855	644			If you're happy and you know it , SUCK MY DICK .
28860873076	40	871	659			RT @YourFavWhiteGuy : Helppp meeeee . I'mmm meltiiinngggg --> http://twitpic.com/316cjg
28860895780	1	704	503			RT @DjBlack_Pearl : wat muhfuckaz wearin 4 the lingerie party ?????
28861039960	61					people are really scalping wiz khalifa tickets for more than $100 in AZ , shit is fucking ludicrous
28861040882	430	535	435			We Built This City - Jefferson Starship #nowplaying
28861134965	181					@RinaRo lmaoo ohhh yea he the one that came to the car gbr ! nd she like I'm rena w the " e "
28861482692	152					Wats that RT @flacodf : @JasminCalle Jasmin are you gonna be at the SEMA Show ??
28862020587	196	897	685			RT @TupacQuote : The Only Thing That Comes to A Sleeping Man is Dreams ..
28862043468	538	624		24		@xNOONiEx swag
28862088511	164	518	418			Looking for new lover send interest's to DM lol
28862113613	499	752	551			@iimTOOpretty them breast is flirting with me boo smh
28862115393	433	538	438			@TheRealExodus ok so we are cool I wasn't sure Smh I have people saying ridiculous stuff all day :( so sorry
28862264287	522	604		4		People in school thought my shoes were so sick today . alala . Robert wanted to take them :)) and Jack and Craig tried to wear it . fun day .
28862436881	300	824	613			@DJ_Krystal If you've gotta leave , make sure they never forget you . That's what I do .
28862642770	176	441	341			RT @nomoreperks : i love how people on #subeta can admit to crying over pokemon movies . ( ngl , i did too )
28863336546	16	571	471			calm heechul .. ^^ RT @Heedictator : http://twitpic.com/317hjw HHHHHHHHHHHHHHHHHHHHHHi~☆
28863431948	297	821	610			bieber is an alien ! :O he went down to earth .
28863540435	479	800	589			Rain rain go away <-- our song is on @TMurdaOState I kid you not 107.5
28863541292	331					@JCDmusic SMH !!! You will NEVER learn !!! LOL ...
28864095612	220					RT @nanat_001 : Please pray , unite and learn from what has happened in Indonesia . My prayers go to the survivors and the loved ones they lost
28864544611	90	880	668			@_QueenCharlene lol I know ...
28864836434	634	684		84		Wont let that ruin my night tho ... im not #goingtobedangry
28865035475	161	554	454			@JevonPepper I have them in my fridge right now , but they should be fine , I could freeze them if ya like .
28865270120	570	644		44		Wow deep lyrics " when you smile I smile "
28865478317	170	436	336			I'm following just about anyone who follows me , but if you DM me afterwards trying to promote your stuff , I'll unfollow . Thank you .
28865519510	207	728	527			@HollaAtBeanZ lol u good just want to give credit where credit is due whensending to radio or tv cats needs their royalties nah mean !
28865540996	533	773	565			@beachgirl014 oh ya i bet . Should be lots of fun for you . lol :-)
28865614519	332					RT @QueenVida : #ThirstyNiggas : Text you soon as u leave the club asking for some pics . <- of wat ... aha ?
28865675068	53	422	322			@CaliforniaVixen lmao I was waiting for u to say something after the barely pulled it out ....... they still weak as hell tho lol
28865713351	311	907	695			@Mfreys that fallout vegas game looks neat
28865729206	240					@riskyiishy and I just came to a conclusion that ... #topsecret
28865993090	111	496	396			Haha . My producer said UV vodka is a bad situation waitin to happen , i said #fuuuuuuucccit
28866012194	339	913	701			Falling asleep with this caprisun in my mouth #hurt
28866028411	91	881	669			oh , home again ... The shooting was awesome !
28866302283	545	631		31		I don't see how a pumpkin patch can be more sincere than this one
28866466774	445	788	577			On a massive sugar high killing spree .
28866928385	493	804	593			i've always had my eye on this one particular guy .... i was too shy , so i decided to write
28866933429	476	798	587			I'm selling my snorkle , text me for details .
28867038098	132	890	678			damm that cutt deep , i justt noticedd daht .....
28867045738	286					U old Half dead mufuggah scared to get the bread mufuggah retweetin everything he/she said mufuggah #yeahumufuggah
28867203804	166	520	420			@motoridersd * fingers crossed *
28867296475	529	769		11		@bluenilewet hey girl you awake ?????? And I did thanks !
28867396817	243					HAPPY HAPPY BIRTHDAY @flight_365  from me & @smokierobinsonn i love you baby brother  20 x
28867881238	67					I've been singing a new tune a long time ago you just weren't listening ... now maybe you'll pay better attention
28867917653	463					@ItsDreCalayan haha night me 2
28868048706	222					Did a lil cleaning Around the house . Took a nice HOT shower Now about to chill on here for about 15/30 minutes who knows
28868142423	210	585	485			@HipHopBillboard Ok thank you !! :) I will check it out♥
28868157806	108	493	393			I had forgotten how much i looove coffee cake !! Yup ! I Love Coffee Cake . Y Que ?!
28868437117	131	889	677			@topshelfcuzo that good times episode was fucking hilarious
28868827578	483	742	541			@iamjustmike lol thanks
28869397855	45	875	663			RT @ratihreno : Hello , I'm at @oxsy ' s home with @Elma_SR @pipitberliani @mayciss and @syari2112 :)
28869471847	99	429	329			is all about Pennsylvania Polka by Lawrence Welk
28869833945	31	719	518			Biocon to invest 161 million dollars in Malaysia http://dlvr.it/7c1G2
28869926834	600	662		62		If you can see only one Darfur documentary this year , I recommend The Devil Came on Horseback . http://3.ly/udhv
28869937376	636	686		86		its sad that im just now watching the Britney #Glee episode , smh
28870367557	267	501	401			RT @aurinasafitri : RT @kaptenyoga RT @merinamerinot : RT @riskiielek : RT @INDRAgnwn : * m RT @febianaisangga : OPEN FOLLOW RTRTRT !! #JFB ~ f ...
28871060955	58					Iyaz is an ugly mofuhka . Lol iv seen him super up close . #randomthought
28871145423	291					@fatbellybella you did the same for us by singing to us love
28872082805	555	635		35		RT @AntWILD : @blasian_BW @deenoGreen @weareMajor @xannsx Chck out I CAN RAP ! http://youtu.be/mMbNW2mtYw4 & the TAKEOVER ! http://youtu.be ...
28872199855	324	858	646			http://tiny.cc/kdlmf
28872549771	364	868	656			i heart @fatbellybella's true music that inspires me to intake my beauty , roots , and willingness to take on anything .
28873458992	425					It's Been Coldd :/ iGuess It's Better Than Beingg Hot Tho . Where Do Yuhh Live At ? @iKnow_YouWantMe
28873597596	88	879	667			wessss keep metal hjahah \m/ RT @AWOEMASA : Metal
28875540615	193	895	683			hello @brandon_lilhero , I miss you , I love you ! ♥ #4
28876840480	448	791	580			JUST IN : Schomburg Center Getting Maya Angelou's Papers http://ow.ly/19EUgi
28877159455	138	449	349			@meliSalazar I LOVE YOU MORE
28877214421	275	473	373			Ruling strikes down part of Arizona Voter ID law - Yahoo ! News http://goo.gl/85TH
28878256738	11	566	466			Gradpics Today <3 !!
28878929485	197	898	686			Microwaved Grilled Cheese / The Getto Grilled Cheese Sandwhich / They're Made With Real Cheese #haiku #mooku
28879460352	276	474	374			@DJTommy2GunzLTL smh they had to book him fa something .. smh
28879752245	590	658		58		So I told @ela_sr I was gonna tweet from my gate , this is my tweet , there's some cute guys in hereee . Hollaaaaa
28880446913	189	555	455			I'm for the women with the breast cancer thing my mom had alittle bit please keep up on it for real
28880748092	120	846	635			@FreshETP757 @MuneeETP @SleepETP , MORNING #ETP FAM
28881210219	482	741	540			Richard won that hand .
28881410866	495					RT @J_Bieber_Facts : #BieberFact 1793 :" pretty soon it's just gonna affect everyone . Everyone in the world is gonna have Bieber Fever " - J ...
28881507869	649	693		93		Good Morning
28882055748	653	697		97		kinda like that . making a diff in someones life .
28882150782	542	628		28		Gothtober #BLANKtober
28882656964	32	720	519			@xpleasestaymine Because I don't have school on Friday
28883782575	259	524	424			I NEVER meet a BITCH that didn't need a lil guidance , so I dismiss her past until she disappoints your hieness !!!
28884118920	43	873	661			Hello sweet morning ;-)
28884436039	657	701		101		Pretty simple actually .   The DataContext will tunnel down to controls below it in the tree .   The ListBox ... http://bit.ly/baxA6X #WPF #2010
28884622853	371	733	532			Also fun : setting a landspeed record for illness-induced weight loss . Blech .
28885146548	606	668		68		Did I burn down the joint ? I DON'T THINK SO . I was makin ornaments out of fish hooks .
28885697061	10	565	465			Just watched the Jersey Shore episode of Southpark . Really don't like South park , but that was hilarious !!!!!!!
28886099338	268					Good posture can help avoid back problems - so sit up straight . You might also try restorative exercises . http://ow.ly/306gD
28886133779	148					Quality time wif my bestmate @NonnyJengDara @grismeira ♥ http://myloc.me/dwSku
28886228014	244	454	354			Another glorious morning that Jesus blessed us with .
28886405874	411	530	430			#teamnevertoobusytotweet we are ON IT !!! @JessicaNorthey http://twitpic.com/31alzk
28886590965	271	503	403			@Possumwalsh knows what's up . And what's up is my dick .
28886806406	330	458	358			@DannyYaZMehhh otay
28887040105	231	853	642			Young K-pop idols fulfill citizen duties in regional elections . - Girls’ Generation member Yoona casts her ... http://tumblr.com/xrqnedzoo
28887108614	559	639		39		Deputy pulls over FL man , naked teen in backseat ... http://ulive4.com/news #fl #florida #oops #dumb #sex #dui #traffic #news #police
28887273927	436					** NEW MIXTAPE " WELCOME TO THE A " @allin500 on @DatPiffMixtapes http://bit.ly/TheAonDatPiff
28887330354	282	466	366			Video Lesson of the Week : Over Troubled Waters http://ow.ly/2ZX1T
28887603410	410					Iight so how's every one
28887651279	155	549	449			@jncoward the bBr aliases don't add a space
28887671102	206	727	526			RT @JewelTheJewel : I'm currently in love with Bruno Mars ... <3
28888032607	35	483	383			nowFOLLOWiNG @youngstunna336 lemme give him a quick s\o !!! Ladies follow him he's #teamfollowback hey chris !!!
28888126653	515	762	557			A truly Innovative way to Michael Owen .: Manchester Uniteds injury plagued striker Michael Owen looks set to miss ... http://bit.ly/9oLnZy
28888298523	472					CFA Risk Mgmt . - Corporate Governance of Asian Companies http://bit.ly/b0RLED
28888655115	480	801	590			Off to grind ... ugh !!
28888842030	656	700		100		@vera_leigh22 where are you
28888977632	71					@CarolinaFlame7 Clinton is the reason for financial mess . All this " Bad Credit OK " started when he was in office .
28889039583	107	492	392			@adamkotsko nice !
28889076529	557	637		37		Northrop Grumman 3Q profit rises , boosts forecast \n ( AP)\n : AP - Defense contractor Northrop Grumman Corp . say ... http://bit.ly/aeeQcg
28890121580	178					Having a good laugh on my m Cc : @HerRoyalSexynez
28890344923	617	673		73		Bob and Larry are my new best friends at work ! http://twitpic.com/31b0ax
28891591763	214	589	489			RT @ScottWesterfeld : As Halloween approaches , parents should note this reminder from the Wall Street Journal : http://yfrog.com/my3ssej
28891596169	36	484	384			What #exhibitors are currently least satisfied with in their trade show display http://ow.ly/30d3P #exhbiting #tradeshow #eventprofs #b2b
28892325648	320					Vance Breshears , Jeff Otero and Cathy Hutchison are speaking at #WFX in Atlanta next week . If you are planning to be there , let us know !
28892658155	474	797	586			Calculus after 2 hours of sleep is like getting punched by mayweather with brass knuckles .
28892678184	344	918	706			Thanks !! RT @LiloJay : RT @kmthaoriginal : i need some motivation right now fml smfh««« YOU CAN DO ITTTTTT !!!!!!!! Lol
28892732441	76	577	477			RT @andyroddick : jim courier new davis cup captain .... great choice !
28892854258	295	838	627			RT @TLW3 : 10 Republican Lies About the Bush Tax Cuts http://is.gd/gmpgh #p2 #dems #tcot #tlot #wc #ocra #teaparty
28892958906	548	781	570			PSP .... PHONE ... OHMYGOODLORD TECHNOLOGY WHY ARE YOU SO GREAT . its also an Ericsson which means @chaosalchemist will just HAVE to buy it . ; 3
28893338541	118	818	607			Islamic Jihad militant killed near Gaza border http://bit.ly/cN9O60
28893365366	525	607		7		Security Clearance | Systems Admin - Integrated Exploitation Capability ( IEC ) - Lentech , Inc . - St. ... http://bit.ly/asEZsK #missouri #jobs
28893523377	284	467	367			boom like an 808
28893631066	591	659		59		Not too bad for missing two labs before that !
28893744599	230	852	641			ugh i hate bitchez who tlk shitt ! they dumb af tellin sumone we kno like we ain fina hear . i think its time to strt callin fades !
28893909249	74	575	475			" Don't move on from the Gospel , move into the Gospel !" Todd Friel
28893947470	338	912	700			Working on my column for DWM .
28894036905	139					Uh-oh ! RT @Creativityflow : Time to trim the twitter following tree !
28894059932	78	579	479			Sad ! You called me a liar when I was searous . You know you were my bottom bish ! RT @NessumsSooSassy : @LambchopFierce ahahha liar ! How are u ?
28894306008	365	869	657			Check this video out -- Travie McCoy : Billionaire ft . Bruno Mars ( Audio ) http://t.co/FLz1iXb via @youtube
28894857809	209	730	529			@nyomibanxxx Good morning sexy one !
28895128568	635	685		85		@ troy smith is about to finish the rest of the season for the 49ers ... he's gonna get them a win this week
28895740563	415					@phillyfilmgurl awesome can't wait to hear about it !
28895848144	255	562	462			Dingdong
28895855447	386	922	710			@cspanwj Protester had 4 men tackle her down , cop just watched ? I knew Chief of police in my city , corrupt as hell !! I'm re- joining today
28895993165	497	750	549			RT @Chanellady24 : Going to Atlanta instead of ny for vaca legoo > BOOOOOO
28896112205	129	887	675			Can I come ?
28896260387	95	884	672			wow Deja_fckn_Vu i had a dream just like what just happened to me just now , shit is spooky-wierd
28896275217	449	792	581			RT @EricsComedyNo Laughing Matter = Me being serious . Just watch . Be encouraged !! http://t.co/zsPYszK via @youtube
28896326271	561	641		41		@DemiCaughtMe :D
28896485067	97	885	673			Great Mornin Beautiful People !! Have a good one
28896859586	549	782	571			@Fucking_Bear most annoying song ever .
28896901301	141					Goodmorning :)
28896931756	427					hotels.com Weekly Last Minute Deal ! Boston from $188 ! Travel by October 31 , 2010 http://goo.gl/fb/GnbV3
28897427176	299	823	612			I've got to release this lazy spirit ...
28897515147	558	638		38		@diamondTIERA we gotta test guh ! My teacher said she gne strt takin off points if we late on test dayz ....
28897686331	432	537	437			#badcombination any bitch born in da 9o's & me
28897995702	435	462	362			@BrittyKitty28 ima get me a flip phone for real
28898021780	234	831	620			@SigmaChiPeepers what's new ? Lol
28898264473	575	649		49		@jethrova perhaps
28898594491	518	765	560			@TeamEL_DeBarge in Bham I & TeamEl_AL will be in full effect 4 @ElDeBarge 10/30/10 !
28898597485	481	740	539			@freshcakesbaker HTB Sneaker Expo Dec18th at 330 Ritch in SF from 6pm to 10pm 18&over . From L.A. 2 da Bay !! please RT , Thanks u coming ?
28899086071	619	675		75		Me too , me too , me too RT @_EasyA @ray_boyaka45cal i hope u come i hope u come i hope u come
28899233450	607	669		69		@PurrrfectSkin @xglitterdreams @ThatsLikeUs @ReallyTeens can i have your email so i can invite you to a sample sale
28899513266	115	816	605			@R0ZiiE when do You start your job ?
28899528174	650	694		94		going through my flickr .. just thought id re-share my fave pic of @therocketsummer from toronto warped . http://flic.kr/p/8hxhBL <3
28899545998	294	837	626			would like to declare that he has felt due shame about his trashed behavior in public last night and is now eternal-sunshining that shit .
28899707564	401					Haha the lady in the library just said " i love your last name " I always wonder why she always called me by it
28899742362	637	687		87		@nickcarnes thanks .
28900078001	608	670		70		RT @detroitpistons : Home Opener is 2 days away . Need a costume ? 1st 5000 fans get a Halloween black & orange @BenGordon8 yth jersey http ...
28900270891	289	835	624			RT @sashe12l : Austin Commercial Real Estate Market Out Strides National Market ...: While the rest of the country is seeing thei ... http ...
28900406929	327	861	649			RT @SuperMediaStore : we don't believe in paying an arm & leg for printer ink . that's why we sell inks for 60-80% Off retail price !
28900924686	159	552	452			@NikzSweets lmaooo iit was my mans .. iit wasn't hurt at first but now I feel dat shiit
28901049165	387	923	711			RT @Esieness : No such thing . RT @ChasingJason : #shoutout to all the happy couples ! I got so much admiration and love for yall .
28901553886	512	759		20		RT @MyGraceyMacey : Just seen one of my favorite people @TRuLyAGoDdess ... I love her I swear . Muah ! **awwyyy ! Me heart yu 4x more loveeee !
